0.0	(-0.43995304471904584+0j)
0.061038881767686015	(0.20229827530285907+3.768885450928054e-05j)
0.12207776353537203	(-0.23794946891446822+0.00015228913007187615j)
0.18311664530305805	(0.3569903618874478+0.00034565522680749563j)
0.24415552707074406	(0.35939629346862384+0.0006190229513805054j)
0.3051944088384301	(0.21532996002100413+0.0009729829768819205j)
0.3662332906061161	(0.8081231035518436+0.0014074582255491934j)
0.4272721723738021	(0.8100780035177826+0.0019216854080380038j)
0.4883110541414881	(0.5956502919588532+0.0025142009295510276j)
0.5493499359091741	(0.7033097111322802+0.0031828313480013774j)
0.6103888176768602	(0.23613268054684378+0.003924688542682064j)
0.6714276994445462	(0.6131340812985088+0.004736169723778019j)
0.7324665812122322	(0.36088886416545296+0.0056129623836550825j)
0.7935054629799182	(0.4582494965180387+0.006550054260361912j)
0.8545443447476042	(1.3807514938427223+0.00754174835236588j)
0.9155832265152902	(1.359191772420929+0.008581682991399924j)
0.9766221082829762	(1.0477071015969728+0.009662856947618552j)
1.0376609900506621	(1.0320625326635766+0.010777659508247099j)
1.0986998718183483	(0.7309462526040362+0.011917905437763084j)
1.1597387535860344	(0.9295120549965248+0.013074874694578995j)
1.2207776353537203	(1.0767538181519183+0.014239356746411339j)
1.2818165171214062	(1.1663240271896873+0.015401699294230069j)
1.3428553988890923	(1.104179618893066+0.01655186118309515j)
1.4038942806567785	(1.592290170596971+0.01767946924750897j)
1.4649331624244644	(1.5761407247761685+0.0187738788093485j)
1.5259720441921503	(1.639478264722921+0.019824237518187862j)
1.5870109259598364	(1.5193682874027425+0.020819552197073616j)
1.6480498077275225	(1.4155003812962237+0.02174875833175694j)
1.7090886894952084	(0.9849558388417655+0.02260079181819712j)
1.7701275712628943	(1.4787264093639143+0.023364662561996295j)
1.8311664530305805	(1.3159188152982848+0.024029529504465j)
1.8922053347982666	(1.2549804674460487+0.024584776633395998j)
1.9532442165659525	(0.9530037303856835+0.025020089522474562j)
2.0142830983336384	(0.9158295731681481+0.02532553193169487j)
2.0753219801013243	(0.7625615038174832+0.025491621992291148j)
2.1363608618690106	(1.1792735128154066+0.025509407493616434j)
2.1973997436366965	(1.1677348269350678+0.025370539786187165j)
2.2584386254043824	(1.4910657269017915+0.025067345814813888j)
2.319477507172069	(0.629129893046518+0.024592897798398683j)
2.3805163889397547	(1.4268525031834303+0.023941080078620492j)
2.4415552707074406	(1.3535408456250266+0.02310665266835584j)
2.5025941524751265	(0.4559983116633901+0.02208531104228181j)
2.5636330342428124	(1.1557847721444099+0.020873741726648794j)
2.6246719160104988	(0.40075896775663844+0.01946967326264515j)
2.6857107977781847	(0.2525608058275878+0.017871922138035207j)
2.7467496795458706	(0.539252484176191+0.016080433304754376j)
2.807788561313557	(0.578451656500603+0.01409631492578593j)
2.868827443081243	(-0.0018130176739120096+0.01192186702280641j)
2.9298663248489287	(0.32488351400927146+0.009560603726633834j)
2.9909052066166146	(0.25779791946043795+0.007017268865295756j)
3.0519440883843005	(0.14569271158283092+0.004297844659385087j)
3.112982970151987	(0.2035051403906081+0.0014095533311115965j)
3.174021851919673	(-0.08054207468441596-0.0016391485281072164j)
3.2350607336873587	(-0.6274695566432673-0.004838582946747041j)
3.296099615455045	(0.16766130234143292-0.008177870993000456j)
3.357138497222731	(-0.8381496834895158-0.011644960657108424j)
3.418177378990417	(-0.8710757275050247-0.015226662184925745j)
3.4792162607581028	(-0.14672235582071347-0.018908690807817527j)
